name,value,year,lastValue,rank
György Szager,12,2010,12,187
Hadi Pozan,12,2010,12,187
Halil Bıçakçı,12,2010,12,187
Malcolm Allison,12,2010,12,187
Mustafa Hasanagic,12,2010,12,187
Orhan Yüksel,12,2010,12,187
Tarık Gençay,12,2010,12,187
Thomas Doll,12,2010,NA,187
Ünal Karaman,12,2010,11,187
Vahid Halilhodzic,12,2010,12,187
Valeri Nepomniachi,12,2010,12,187
Cahit Dikici,12,2011,12,190
Faruk Hadzibegic,12,2011,12,190
Guus Hiddink,12,2011,12,190
György Szager,12,2011,12,190
Hadi Pozan,12,2011,12,190
Halil Bıçakçı,12,2011,12,190
Malcolm Allison,12,2011,12,190
Mustafa Hasanagic,12,2011,12,190
Orhan Yüksel,12,2011,12,190
Tarık Gençay,12,2011,12,190
Ünal Karaman,12,2011,12,190
Vahid Halilhodzic,12,2011,12,190
Valeri Nepomniachi,12,2011,12,190
Yücel İldiz,12,2011,0,190
Cahit Dikici,12,2012,12,194
Faruk Hadzibegic,12,2012,12,194
Guus Hiddink,12,2012,12,194
György Szager,12,2012,12,194
Hadi Pozan,12,2012,12,194
Halil Bıçakçı,12,2012,12,194
Malcolm Allison,12,2012,12,194
Mustafa Hasanagic,12,2012,12,194
Orhan Yüksel,12,2012,12,194
Tarık Gençay,12,2012,12,194
Ünal Karaman,12,2012,12,194
Vahid Halilhodzic,12,2012,12,194
Valeri Nepomniachi,12,2012,12,194
Cahit Dikici,12,2013,12,195
Faruk Hadzibegic,12,2013,12,195
Guus Hiddink,12,2013,12,195
György Szager,12,2013,12,195
Hadi Pozan,12,2013,12,195
Halil Bıçakçı,12,2013,12,195
Hector Cuper,12,2013,6,195
Malcolm Allison,12,2013,12,195
Mustafa Hasanagic,12,2013,12,195
Orhan Yüksel,12,2013,12,195
Tarık Gençay,12,2013,12,195
Ünal Karaman,12,2013,12,195
Vahid Halilhodzic,12,2013,12,195
Valeri Nepomniachi,12,2013,12,195
Cahit Dikici,12,2014,12,200
Faruk Hadzibegic,12,2014,12,200
Guus Hiddink,12,2014,12,200
György Szager,12,2014,12,200
Hadi Pozan,12,2014,12,200
Halil Bıçakçı,12,2014,12,200
Hector Cuper,12,2014,12,200
Malcolm Allison,12,2014,12,200
Mustafa Hasanagic,12,2014,12,200
Orhan Yüksel,12,2014,12,200
Tarık Gençay,12,2014,12,200
Ünal Karaman,12,2014,12,200
Vahid Halilhodzic,12,2014,12,200
Valeri Nepomniachi,12,2014,12,200
Cahit Dikici,12,2015,12,204
Faruk Hadzibegic,12,2015,12,204
Guus Hiddink,12,2015,12,204
György Szager,12,2015,12,204
Hadi Pozan,12,2015,12,204
Halil Bıçakçı,12,2015,12,204
Hector Cuper,12,2015,12,204
Malcolm Allison,12,2015,12,204
Mustafa Hasanagic,12,2015,12,204
Mustafa Reşit Akçay,12,2015,8,204
Orhan Yüksel,12,2015,12,204
Tarık Gençay,12,2015,12,204
Ünal Karaman,12,2015,12,204
Valeri Nepomniachi,12,2015,12,204
Cahit Dikici,12,2016,12,207
Faruk Hadzibegic,12,2016,12,207
Guus Hiddink,12,2016,12,207
György Szager,12,2016,12,207
Hadi Pozan,12,2016,12,207
Halil Bıçakçı,12,2016,12,207
Hector Cuper,12,2016,12,207
Malcolm Allison,12,2016,12,207
Mustafa Hasanagic,12,2016,12,207
Orhan Yüksel,12,2016,12,207
Tarık Gençay,12,2016,12,207
Ünal Karaman,12,2016,12,207
Valeri Nepomniachi,12,2016,12,207
Cahit Dikici,12,2017,12,212
Faruk Hadzibegic,12,2017,12,212
Guus Hiddink,12,2017,12,212
György Szager,12,2017,12,212
Hadi Pozan,12,2017,12,212
Halil Bıçakçı,12,2017,12,212
Hector Cuper,12,2017,12,212
İbrahim Üzülmez,12,2017,10,212
Malcolm Allison,12,2017,12,212
Mustafa Hasanagic,12,2017,12,212
Orhan Yüksel,12,2017,12,212
Tarık Gençay,12,2017,12,212
Ünal Karaman,12,2017,12,212
Valeri Nepomniachi,12,2017,12,212
Cahit Dikici,12,2018,12,214
Faruk Hadzibegic,12,2018,12,214
Guus Hiddink,12,2018,12,214
György Szager,12,2018,12,214
Hadi Pozan,12,2018,12,214
Halil Bıçakçı,12,2018,12,214
Hector Cuper,12,2018,12,214
İbrahim Üzülmez,12,2018,12,214
Malcolm Allison,12,2018,12,214
Marius Sumudica,12,2018,NA,214
Mustafa Hasanagic,12,2018,12,214
Orhan Yüksel,12,2018,12,214
Tarık Gençay,12,2018,12,214
Ünal Karaman,12,2018,12,214
Valeri Nepomniachi,12,2018,12,214
Cahit Dikici,12,2019,12,216
Faruk Hadzibegic,12,2019,12,216
Guus Hiddink,12,2019,12,216
György Szager,12,2019,12,216
Hadi Pozan,12,2019,12,216
Halil Bıçakçı,12,2019,12,216
Hector Cuper,12,2019,12,216
İbrahim Üzülmez,12,2019,12,216
Malcolm Allison,12,2019,12,216
Marius Sumudica,12,2019,12,216
Mustafa Hasanagic,12,2019,12,216
Orhan Yüksel,12,2019,12,216
Tarık Gençay,12,2019,12,216
Valeri Nepomniachi,12,2019,12,216
Bedri Kaya,11,1961,5,23
Bedri Kaya,11,1962,11,28
Mustafa Ertan,11,1962,NA,28
Bedri Kaya,11,1963,11,35
Bülent Esel,11,1968,6,52
Bülent Esel,11,1969,11,56
Turgay Şeren,11,1969,NA,56
Bülent Esel,11,1970,11,59
Lefter Küçükandonyadis,11,1970,5,59
Bülent Esel,11,1971,11,61
Lefter Küçükandonyadis,11,1971,11,61
Arif Dökel,11,1972,8,65
Bülent Esel,11,1972,11,65
Arif Dökel,11,1973,11,68
Bülent Esel,11,1973,11,68
Doğan Akı,11,1973,8,68
Arif Dökel,11,1974,11,69
Bülent Esel,11,1974,11,69
Doğan Akı,11,1974,11,69
Metin Türel,11,1974,8,69
Arif Dökel,11,1975,11,72
Bülent Esel,11,1975,11,72
Doğan Akı,11,1975,11,72
Metin Türel,11,1975,11,72
Arif Dökel,11,1976,11,77
Bülent Esel,11,1976,11,77
Doğan Akı,11,1976,11,77
Metin Türel,11,1976,11,77
Turan Bodur,11,1976,4,77
Arif Dökel,11,1977,11,81
Bülent Esel,11,1977,11,81
Doğan Akı,11,1977,11,81
Metin Türel,11,1977,11,81
Arif Dökel,11,1978,11,86
Bülent Esel,11,1978,11,86
Doğan Akı,11,1978,11,86
Dorde Milic,11,1978,NA,86
Metin Türel,11,1978,11,86
Nicolae Petrescu,11,1978,5,86
Arif Dökel,11,1979,11,89
Bülent Esel,11,1979,11,89
Doğan Akı,11,1979,11,89
Dorde Milic,11,1979,11,89
Metin Türel,11,1979,11,89
Nicolae Petrescu,11,1979,11,89
Arif Dökel,11,1980,11,92
Bülent Esel,11,1980,11,92
Doğan Akı,11,1980,11,92
Dorde Milic,11,1980,11,92
Metin Türel,11,1980,11,92
Nicolae Petrescu,11,1980,11,92
Arif Dökel,11,1981,11,95
Bülent Esel,11,1981,11,95
Doğan Akı,11,1981,11,95
Nicolae Petrescu,11,1981,11,95
Şükrü Ersoy,11,1981,9,95
Arif Dökel,11,1982,11,100
Bülent Esel,11,1982,11,100
Doğan Akı,11,1982,11,100
Nicolae Petrescu,11,1982,11,100
Şükrü Ersoy,11,1982,11,100
Arif Dökel,11,1983,11,104
Bülent Esel,11,1983,11,104
Nicolae Petrescu,11,1983,11,104
Sevket Lukovic,11,1983,NA,104
Şükrü Ersoy,11,1983,11,104
Arif Dökel,11,1984,11,106
Bülent Esel,11,1984,11,106
Cahit Sinan,11,1984,9,106
Nicolae Petrescu,11,1984,11,106
Sevket Lukovic,11,1984,11,106
Şükrü Ersoy,11,1984,11,106
Arif Dökel,11,1985,11,112
Bülent Esel,11,1985,11,112
Cahit Sinan,11,1985,11,112
Jupp Derwall,11,1985,NA,112
Nicolae Petrescu,11,1985,11,112
Sevket Lukovic,11,1985,11,112
Şükrü Ersoy,11,1985,11,112
Arif Dökel,11,1986,11,117
Bülent Esel,11,1986,11,117
Cahit Sinan,11,1986,11,117
Nicolae Petrescu,11,1986,11,117
Sevket Lukovic,11,1986,11,117
Şükrü Ersoy,11,1986,11,117
Arif Dökel,11,1987,11,117
Bülent Esel,11,1987,11,117
Cahit Sinan,11,1987,11,117
Josip Duvancic,11,1987,NA,117
Nicolae Petrescu,11,1987,11,117
Sevket Lukovic,11,1987,11,117
Şükrü Ersoy,11,1987,11,117
Arif Dökel,11,1988,11,125
Bülent Esel,11,1988,11,125
Cahit Sinan,11,1988,11,125
Josip Duvancic,11,1988,11,125
Necdet Zorluer,11,1988,4,125
Nicolae Petrescu,11,1988,11,125
Sevket Lukovic,11,1988,11,125
Şükrü Ersoy,11,1988,11,125
Tom Frivaldsky,11,1988,NA,125
Arif Dökel,11,1989,11,129
Bülent Esel,11,1989,11,129
Cahit Sinan,11,1989,11,129
Josip Duvancic,11,1989,11,129
Necdet Zorluer,11,1989,11,129
Nicolae Petrescu,11,1989,11,129
Sevket Lukovic,11,1989,11,129
Şükrü Ersoy,11,1989,11,129
Tom Frivaldsky,11,1989,11,129
Arif Dökel,11,1990,11,133
Bülent Esel,11,1990,11,133
Cahit Sinan,11,1990,11,133
Josip Duvancic,11,1990,11,133
Necdet Zorluer,11,1990,11,133
Nicolae Petrescu,11,1990,11,133
Sevket Lukovic,11,1990,11,133
Şükrü Ersoy,11,1990,11,133
Tom Frivaldsky,11,1990,11,133
Arif Dökel,11,1991,11,135
Bülent Esel,11,1991,11,135
Cahit Sinan,11,1991,11,135
Josip Duvancic,11,1991,11,135
Necdet Zorluer,11,1991,11,135
Nicolae Petrescu,11,1991,11,135
Ömer Duran,11,1991,2,135
Samet Aybaba,11,1991,NA,135
Sevket Lukovic,11,1991,11,135
Şükrü Ersoy,11,1991,11,135
Tom Frivaldsky,11,1991,11,135
Arif Dökel,11,1992,11,140
Bülent Esel,11,1992,11,140
Cahit Sinan,11,1992,11,140
Josip Duvancic,11,1992,11,140
Necdet Zorluer,11,1992,11,140
Nicolae Petrescu,11,1992,11,140
Sevket Lukovic,11,1992,11,140
Şükrü Ersoy,11,1992,11,140
Tom Frivaldsky,11,1992,11,140
Arif Dökel,11,1993,11,143
Bülent Esel,11,1993,11,143
Cahit Sinan,11,1993,11,143
Josip Duvancic,11,1993,11,143
Necdet Zorluer,11,1993,11,143
Nicolae Petrescu,11,1993,11,143
Sevket Lukovic,11,1993,11,143
Şükrü Ersoy,11,1993,11,143
Tom Frivaldsky,11,1993,11,143
Arif Dökel,11,1994,11,150
Bülent Esel,11,1994,11,150
Cahit Sinan,11,1994,11,150
Josip Duvancic,11,1994,11,150
Necdet Zorluer,11,1994,11,150
Nicolae Petrescu,11,1994,11,150
Sevket Lukovic,11,1994,11,150
Şükrü Ersoy,11,1994,11,150
Tom Frivaldsky,11,1994,11,150
Arif Dökel,11,1995,11,153
Bülent Esel,11,1995,11,153
Cahit Sinan,11,1995,11,153
Josip Duvancic,11,1995,11,153
Necdet Zorluer,11,1995,11,153
Nejat Biyediç,11,1995,NA,153
Nicolae Petrescu,11,1995,11,153
Sevket Lukovic,11,1995,11,153
Şükrü Ersoy,11,1995,11,153
Tom Frivaldsky,11,1995,11,153
Arif Dökel,11,1996,11,157
Bülent Esel,11,1996,11,157
Cahit Sinan,11,1996,11,157
Josip Duvancic,11,1996,11,157
Necdet Zorluer,11,1996,11,157
Nicolae Petrescu,11,1996,11,157
Sevket Lukovic,11,1996,11,157
Şükrü Ersoy,11,1996,11,157
Tom Frivaldsky,11,1996,11,157
Arif Dökel,11,1997,11,161
Bülent Esel,11,1997,11,161
Cahit Sinan,11,1997,11,161
Josip Duvancic,11,1997,11,161
Necdet Zorluer,11,1997,11,161
Nicolae Petrescu,11,1997,11,161
Sevket Lukovic,11,1997,11,161
Şükrü Ersoy,11,1997,11,161
Tom Frivaldsky,11,1997,11,161
Arif Dökel,11,1998,11,165
Bülent Esel,11,1998,11,165
Cahit Sinan,11,1998,11,165
Josip Duvancic,11,1998,11,165
Necdet Zorluer,11,1998,11,165
Nicolae Petrescu,11,1998,11,165
Sevket Lukovic,11,1998,11,165
Şükrü Ersoy,11,1998,11,165
Tom Frivaldsky,11,1998,11,165
Arif Dökel,11,1999,11,169
Bülent Esel,11,1999,11,169
Cahit Sinan,11,1999,11,169
Josip Duvancic,11,1999,11,169
Necdet Zorluer,11,1999,11,169
Nicolae Petrescu,11,1999,11,169
Sevket Lukovic,11,1999,11,169
Şükrü Ersoy,11,1999,11,169
Tom Frivaldsky,11,1999,11,169
Arif Dökel,11,2000,11,173
Bülent Esel,11,2000,11,173
Cahit Sinan,11,2000,11,173
Josip Duvancic,11,2000,11,173
Necdet Zorluer,11,2000,11,173
Nicolae Petrescu,11,2000,11,173
Sevket Lukovic,11,2000,11,173
Şükrü Ersoy,11,2000,11,173
Tom Frivaldsky,11,2000,11,173
Turhan Sofuoğlu,11,2000,NA,173
Arif Dökel,11,2001,11,176
Bülent Esel,11,2001,11,176
Bülent Ünder,11,2001,NA,176
Cahit Sinan,11,2001,11,176
Josip Duvancic,11,2001,11,176
Necdet Zorluer,11,2001,11,176
Nicolae Petrescu,11,2001,11,176
Sevket Lukovic,11,2001,11,176
Şükrü Ersoy,11,2001,11,176
Tom Frivaldsky,11,2001,11,176
Turhan Sofuoğlu,11,2001,11,176
Arif Dökel,11,2002,11,180
Bülent Esel,11,2002,11,180
Bülent Ünder,11,2002,11,180
Cahit Sinan,11,2002,11,180
Josip Duvancic,11,2002,11,180
Necdet Zorluer,11,2002,11,180
Nicolae Petrescu,11,2002,11,180
Sevket Lukovic,11,2002,11,180
Şükrü Ersoy,11,2002,11,180
Tom Frivaldsky,11,2002,11,180
Turhan Sofuoğlu,11,2002,11,180
Arif Dökel,11,2003,11,181
Bülent Esel,11,2003,11,181
Bülent Ünder,11,2003,11,181
Cahit Sinan,11,2003,11,181
Josip Duvancic,11,2003,11,181
Necdet Zorluer,11,2003,11,181
Nicolae Petrescu,11,2003,11,181
Sevket Lukovic,11,2003,11,181
Şükrü Ersoy,11,2003,11,181
Tom Frivaldsky,11,2003,11,181
Turhan Sofuoğlu,11,2003,11,181
Arif Dökel,11,2004,11,182
Bülent Esel,11,2004,11,182
Bülent Ünder,11,2004,11,182
Cahit Sinan,11,2004,11,182
Josip Duvancic,11,2004,11,182
Necdet Zorluer,11,2004,11,182
Nicolae Petrescu,11,2004,11,182
Sevket Lukovic,11,2004,11,182
Şükrü Ersoy,11,2004,11,182
Tom Frivaldsky,11,2004,11,182
Turhan Sofuoğlu,11,2004,11,182
Ümit Turmuş,11,2004,10,182
Arif Dökel,11,2005,11,183
Bülent Esel,11,2005,11,183
Bülent Ünder,11,2005,11,183
Cahit Sinan,11,2005,11,183
Josip Duvancic,11,2005,11,183
Necdet Zorluer,11,2005,11,183
Nicolae Petrescu,11,2005,11,183
Oğuz Çetin,11,2005,3,183
Sevket Lukovic,11,2005,11,183
Şükrü Ersoy,11,2005,11,183
Tom Frivaldsky,11,2005,11,183
Turhan Sofuoğlu,11,2005,11,183
Ümit Turmuş,11,2005,11,183
Arif Dökel,11,2006,11,187
Bülent Esel,11,2006,11,187
Bülent Ünder,11,2006,11,187
Cahit Sinan,11,2006,11,187
Josip Duvancic,11,2006,11,187
Necdet Zorluer,11,2006,11,187
Nicolae Petrescu,11,2006,11,187
Oğuz Çetin,11,2006,11,187
Sevket Lukovic,11,2006,11,187
Şükrü Ersoy,11,2006,11,187
Tom Frivaldsky,11,2006,11,187
Turhan Sofuoğlu,11,2006,11,187
Ümit Turmuş,11,2006,11,187
Arif Dökel,11,2007,11,190
Bülent Esel,11,2007,11,190
Bülent Uygun,11,2007,NA,190
Bülent Ünder,11,2007,11,190
Cahit Sinan,11,2007,11,190
Josip Duvancic,11,2007,11,190
Necdet Zorluer,11,2007,11,190
Nicolae Petrescu,11,2007,11,190
Oğuz Çetin,11,2007,11,190
Sevket Lukovic,11,2007,11,190
Şaban Yıldırım,11,2007,10,190
Şükrü Ersoy,11,2007,11,190
Tom Frivaldsky,11,2007,11,190
Turhan Sofuoğlu,11,2007,11,190
Ümit Turmuş,11,2007,11,190
Arif Dökel,11,2008,11,193
Bülent Esel,11,2008,11,193
Bülent Ünder,11,2008,11,193
Cahit Sinan,11,2008,11,193
Josip Duvancic,11,2008,11,193
Necdet Zorluer,11,2008,11,193
Nicolae Petrescu,11,2008,11,193
Oğuz Çetin,11,2008,11,193
Osman Özdemir,11,2008,1,193
Sevket Lukovic,11,2008,11,193
Şaban Yıldırım,11,2008,11,193
Şükrü Ersoy,11,2008,11,193
Tom Frivaldsky,11,2008,11,193
Turhan Sofuoğlu,11,2008,11,193
Ümit Turmuş,11,2008,11,193
Arif Dökel,11,2009,11,198
Bülent Esel,11,2009,11,198
Bülent Ünder,11,2009,11,198
Cahit Sinan,11,2009,11,198
Josip Duvancic,11,2009,11,198
Michael Skibbe,11,2009,NA,198
Necdet Zorluer,11,2009,11,198
Nicolae Petrescu,11,2009,11,198
Oğuz Çetin,11,2009,11,198
Sevket Lukovic,11,2009,11,198
Şaban Yıldırım,11,2009,11,198
Şükrü Ersoy,11,2009,11,198
Tom Frivaldsky,11,2009,11,198
Turhan Sofuoğlu,11,2009,11,198
Ümit Turmuş,11,2009,11,198
Ünal Karaman,11,2009,8,198
Arif Dökel,11,2010,11,201
Bülent Esel,11,2010,11,201
Bülent Ünder,11,2010,11,201
Cahit Sinan,11,2010,11,201
Jose Couceiro,11,2010,2,201
Josip Duvancic,11,2010,11,201
Michael Skibbe,11,2010,11,201
Necdet Zorluer,11,2010,11,201
Nicolae Petrescu,11,2010,11,201
Oğuz Çetin,11,2010,11,201
Sevket Lukovic,11,2010,11,201
Şaban Yıldırım,11,2010,11,201
Şükrü Ersoy,11,2010,11,201
Tom Frivaldsky,11,2010,11,201
Turhan Sofuoğlu,11,2010,11,201
Ümit Turmuş,11,2010,11,201
Arif Dökel,11,2011,11,204
Bülent Esel,11,2011,11,204
Cahit Sinan,11,2011,11,204
Jose Couceiro,11,2011,11,204
Josip Duvancic,11,2011,11,204
Michael Skibbe,11,2011,11,204
Necdet Zorluer,11,2011,11,204
Nicolae Petrescu,11,2011,11,204
Oğuz Çetin,11,2011,11,204
Sevket Lukovic,11,2011,11,204
Şaban Yıldırım,11,2011,11,204
Şükrü Ersoy,11,2011,11,204
Tom Frivaldsky,11,2011,11,204
Turhan Sofuoğlu,11,2011,11,204
Ümit Turmuş,11,2011,11,204
Arif Dökel,11,2012,11,207
Arif Erdem,11,2012,NA,207
Bülent Esel,11,2012,11,207
Cahit Sinan,11,2012,11,207
Jose Couceiro,11,2012,11,207
Josip Duvancic,11,2012,11,207
Necdet Zorluer,11,2012,11,207
Nicolae Petrescu,11,2012,11,207
Oğuz Çetin,11,2012,11,207
Sevket Lukovic,11,2012,11,207
Şaban Yıldırım,11,2012,11,207
Şükrü Ersoy,11,2012,11,207
Tom Frivaldsky,11,2012,11,207
Turhan Sofuoğlu,11,2012,11,207
Ümit Turmuş,11,2012,11,207
Arif Dökel,11,2013,11,209
Arif Erdem,11,2013,11,209
Bülent Esel,11,2013,11,209
Cahit Sinan,11,2013,11,209
Hamza Hamzaoğlu,11,2013,0,209
Jose Couceiro,11,2013,11,209
Josip Duvancic,11,2013,11,209
Necdet Zorluer,11,2013,11,209
Nicolae Petrescu,11,2013,11,209
Oğuz Çetin,11,2013,11,209
Sevket Lukovic,11,2013,11,209
Şaban Yıldırım,11,2013,11,209
Şükrü Ersoy,11,2013,11,209
Tom Frivaldsky,11,2013,11,209
Turhan Sofuoğlu,11,2013,11,209
Ümit Turmuş,11,2013,11,209
Arif Dökel,11,2014,11,214
Arif Erdem,11,2014,11,214
Bülent Esel,11,2014,11,214
Cahit Sinan,11,2014,11,214
Jose Couceiro,11,2014,11,214
Josip Duvancic,11,2014,11,214
Necdet Zorluer,11,2014,11,214
Nicolae Petrescu,11,2014,11,214
Oğuz Çetin,11,2014,11,214
Sevket Lukovic,11,2014,11,214
Şaban Yıldırım,11,2014,11,214
Şükrü Ersoy,11,2014,11,214
Tom Frivaldsky,11,2014,11,214
Turhan Sofuoğlu,11,2014,11,214
Ümit Turmuş,11,2014,11,214
Arif Dökel,11,2015,11,218
Arif Erdem,11,2015,11,218
Bülent Esel,11,2015,11,218
Cahit Sinan,11,2015,11,218
Jose Couceiro,11,2015,11,218
Josip Duvancic,11,2015,11,218
Kemal Özdeş,11,2015,8,218
Necdet Zorluer,11,2015,11,218
Nicolae Petrescu,11,2015,11,218
Oğuz Çetin,11,2015,11,218
Sevket Lukovic,11,2015,11,218
Şaban Yıldırım,11,2015,11,218
Şükrü Ersoy,11,2015,11,218
Tom Frivaldsky,11,2015,11,218
Turhan Sofuoğlu,11,2015,11,218
Ümit Turmuş,11,2015,11,218
Arif Dökel,11,2016,11,220
Arif Erdem,11,2016,11,220
Bülent Esel,11,2016,11,220
Cahit Sinan,11,2016,11,220
Hami Mandıralı,11,2016,6,220
Jose Couceiro,11,2016,11,220
Josip Duvancic,11,2016,11,220
Kemal Özdeş,11,2016,11,220
Necdet Zorluer,11,2016,11,220
Nicolae Petrescu,11,2016,11,220
Oğuz Çetin,11,2016,11,220
Sevket Lukovic,11,2016,11,220
Şaban Yıldırım,11,2016,11,220
Şükrü Ersoy,11,2016,11,220
Tom Frivaldsky,11,2016,11,220
Turhan Sofuoğlu,11,2016,11,220
Ümit Turmuş,11,2016,11,220
Arif Dökel,11,2017,11,226
Arif Erdem,11,2017,11,226
Bülent Esel,11,2017,11,226
Cahit Sinan,11,2017,11,226
Hami Mandıralı,11,2017,11,226
Jose Couceiro,11,2017,11,226
Josip Duvancic,11,2017,11,226
Necdet Zorluer,11,2017,11,226
Nicolae Petrescu,11,2017,11,226
Oğuz Çetin,11,2017,11,226
Sevket Lukovic,11,2017,11,226
Şaban Yıldırım,11,2017,11,226
Şükrü Ersoy,11,2017,11,226
Tom Frivaldsky,11,2017,11,226
Turhan Sofuoğlu,11,2017,11,226
Ümit Turmuş,11,2017,11,226
Arif Dökel,11,2018,11,229
Arif Erdem,11,2018,11,229
Bülent Esel,11,2018,11,229
Cahit Sinan,11,2018,11,229
Hami Mandıralı,11,2018,11,229
Jose Couceiro,11,2018,11,229
Josip Duvancic,11,2018,11,229
Necdet Zorluer,11,2018,11,229
Nicolae Petrescu,11,2018,11,229
Oğuz Çetin,11,2018,11,229
Sevket Lukovic,11,2018,11,229
Şaban Yıldırım,11,2018,11,229
Şükrü Ersoy,11,2018,11,229
Tom Frivaldsky,11,2018,11,229
Turhan Sofuoğlu,11,2018,11,229
Ümit Turmuş,11,2018,11,229
Arif Dökel,11,2019,11,230
Arif Erdem,11,2019,11,230
Bülent Esel,11,2019,11,230
Cahit Sinan,11,2019,11,230
Hami Mandıralı,11,2019,11,230
Jose Couceiro,11,2019,11,230
Josip Duvancic,11,2019,11,230
Necdet Zorluer,11,2019,11,230
Nicolae Petrescu,11,2019,11,230
Oğuz Çetin,11,2019,11,230
Sevket Lukovic,11,2019,11,230
Şaban Yıldırım,11,2019,11,230
Şükrü Ersoy,11,2019,11,230
Tom Frivaldsky,11,2019,11,230
Turhan Sofuoğlu,11,2019,11,230
Ümit Turmuş,11,2019,11,230
Rebii Erkal,10,1961,7,24
Sabri Kiraz,10,1961,7,24
Erdoğan Tokol,10,1963,NA,36
Ali Karataş,10,1965,NA,41
Doğan Emültay,10,1965,4,41
Ali Karataş,10,1966,10,46
Ali Karataş,10,1967,10,48
Ostia Simic,10,1967,NA,48
Ali Karataş,10,1968,10,53
Muhtar Tucaltan,10,1968,NA,53
Ali Karataş,10,1969,10,58
Ali Karataş,10,1970,10,61
Ali Karataş,10,1971,10,63
Tamer Güney,10,1971,7,63
Ali Karataş,10,1972,10,67
Tamer Güney,10,1972,10,67
Ali Karataş,10,1973,10,71
Tamer Güney,10,1973,10,71
Ali Karataş,10,1974,10,73
Tamer Güney,10,1974,10,73
Ali Karataş,10,1975,10,76
Gazanfer Olcayto,10,1975,7,76
Tekin Yolaç,10,1975,4,76
Ali Karataş,10,1976,10,82
Gazanfer Olcayto,10,1976,10,82
Tekin Yolaç,10,1976,10,82
Ali Karataş,10,1977,10,85
Gazanfer Olcayto,10,1977,10,85
Malcolm Allison,10,1977,NA,85
Orhan Yüksel,10,1977,5,85
Ali Karataş,10,1978,10,92
Doğan Andaç,10,1978,NA,92
Gazanfer Olcayto,10,1978,10,92
Ali Karataş,10,1979,10,95
Candan Tarhan,10,1979,NA,95
Gazanfer Olcayto,10,1979,10,95
Ali Karataş,10,1980,10,98
Fevzi Zemzem,10,1980,3,98
Gazanfer Olcayto,10,1980,10,98
Tamer Kaptan,10,1980,8,98
Ali Karataş,10,1981,10,100
Cevdet Soyluoğlu,10,1981,5,100
Fevzi Zemzem,10,1981,10,100
Gazanfer Olcayto,10,1981,10,100
Tamer Kaptan,10,1981,10,100
Ali Karataş,10,1982,10,105
Cevdet Soyluoğlu,10,1982,10,105
Fevzi Zemzem,10,1982,10,105
Gazanfer Olcayto,10,1982,10,105
Ali Karataş,10,1983,10,109
Cevdet Soyluoğlu,10,1983,10,109
Fevzi Zemzem,10,1983,10,109
Gazanfer Olcayto,10,1983,10,109
Ali Karataş,10,1984,10,112
Cevdet Soyluoğlu,10,1984,10,112
Fevzi Zemzem,10,1984,10,112
Gazanfer Olcayto,10,1984,10,112
Ali Karataş,10,1985,10,119
Cevdet Soyluoğlu,10,1985,10,119
Fevzi Zemzem,10,1985,10,119
Gazanfer Olcayto,10,1985,10,119
Ali Karataş,10,1986,10,123
Cevdet Soyluoğlu,10,1986,10,123
Fevzi Zemzem,10,1986,10,123
Gazanfer Olcayto,10,1986,10,123
Ali Karataş,10,1987,10,124
Cevdet Soyluoğlu,10,1987,10,124
Fevzi Zemzem,10,1987,10,124
Gazanfer Olcayto,10,1987,10,124
Ali Karataş,10,1988,10,134
Cevdet Soyluoğlu,10,1988,10,134
Fatih Terim,10,1988,NA,134
Fevzi Zemzem,10,1988,10,134
Gazanfer Olcayto,10,1988,10,134
Ali Karataş,10,1989,10,138
Cevdet Soyluoğlu,10,1989,10,138
Fevzi Zemzem,10,1989,10,138
Gazanfer Olcayto,10,1989,10,138
Jürgen Sundermann,10,1989,9,138
Nedim Kurtic,10,1989,9,138
Ali Hoşfikirer,10,1990,6,142
Ali Karataş,10,1990,10,142
Cevdet Soyluoğlu,10,1990,10,142
Fevzi Zemzem,10,1990,10,142
Gazanfer Olcayto,10,1990,10,142
Nedim Kurtic,10,1990,10,142
Ali Hoşfikirer,10,1991,10,146
Ali Karataş,10,1991,10,146
Cevdet Soyluoğlu,10,1991,10,146
Fevzi Zemzem,10,1991,10,146
Gazanfer Olcayto,10,1991,10,146
Nedim Kurtic,10,1991,10,146
Ali Hoşfikirer,10,1992,10,149
Ali Karataş,10,1992,10,149
Cevdet Soyluoğlu,10,1992,10,149
Fevzi Zemzem,10,1992,10,149
Gazanfer Olcayto,10,1992,10,149
Nedim Kurtic,10,1992,10,149
Ali Hoşfikirer,10,1993,10,152
Ali Karataş,10,1993,10,152
Cevdet Soyluoğlu,10,1993,10,152
Fevzi Zemzem,10,1993,10,152
Gazanfer Olcayto,10,1993,10,152
Nedim Kurtic,10,1993,10,152
Ali Hoşfikirer,10,1994,10,159
Ali Karataş,10,1994,10,159
Cevdet Soyluoğlu,10,1994,10,159
Fevzi Zemzem,10,1994,10,159
Gazanfer Olcayto,10,1994,10,159
Nedim Kurtic,10,1994,10,159
Ali Hoşfikirer,10,1995,10,163
Ali Karataş,10,1995,10,163
Ali Osman Renklibay,10,1995,NA,163
Cevdet Soyluoğlu,10,1995,10,163
Fevzi Zemzem,10,1995,10,163
Gazanfer Olcayto,10,1995,10,163
Nedim Kurtic,10,1995,10,163
Ali Hoşfikirer,10,1996,10,166
